row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000162236,6.221868304,6.125209935,1.506189772,4.066692027,4.77E-05,0.000250918,STX5
ENSG00000147873,6.185569741,6.126971373,1.470490059,4.166618696,3.09E-05,0.000168928,LARP7
ENSG00000090263,6.174737599,6.13655345,1.478697205,4.149972982,3.33E-05,0.000179302,SYCN
ENSG00000172893,12.38216218,6.148898547,1.324404286,4.642765516,3.44E-06,2.14E-05,DHCR7
ENSG00000134594,6.368101668,6.163198158,1.468829112,4.195994012,2.72E-05,0.000149108,RAB33A
ENSG00000224843,6.43249092,6.171559252,1.484326387,4.157818191,3.21E-05,0.000173864,LINC00240
ENSG00000187257,6.446732576,6.179886117,1.478086711,4.181003775,2.90E-05,0.000159004,RSBN1L
ENSG00000174792,6.408006055,6.181792091,1.50315663,4.112540216,3.91E-05,0.000209185,ODAPH
ENSG00000162437,6.385752837,6.189052955,1.486833524,4.162572914,3.15E-05,0.000171488,RAVER2
ENSG00000011566,6.486440653,6.194641512,1.45912884,4.245438333,2.18E-05,0.000120925,MAP4K3
ENSG00000143321,12.81108421,6.198636047,1.331441662,4.655582158,3.23E-06,2.02E-05,HDGF
ENSG00000163956,6.536980871,6.201613164,1.511833187,4.102048571,4.10E-05,0.000217768,LRPAP1
ENSG00000180758,6.525756107,6.202605274,1.456029772,4.259943987,2.04E-05,0.000114056,GPR157
ENSG00000163444,6.450534712,6.203884131,1.475240714,4.205336845,2.61E-05,0.000143335,TMEM183A
ENSG00000133422,6.464383745,6.204891687,1.4911608,4.161115075,3.17E-05,0.000171977,MORC2
ENSG00000152749,6.615415469,6.213016065,1.4635269,4.245235306,2.18E-05,0.000120925,GPR180
ENSG00000153975,6.59034167,6.213494213,1.460021601,4.255754991,2.08E-05,0.000115793,ZUP1
ENSG00000172780,6.58272273,6.235346027,1.479131676,4.215544924,2.49E-05,0.000137493,RAB43
ENSG00000177363,6.647111983,6.243430986,1.46627186,4.258030965,2.06E-05,0.000114828,LRRN4CL
ENSG00000170606,24.53845147,6.251205064,1.110726423,5.62803309,1.82E-08,1.66E-07,LSM14A
ENSG00000172769,6.686623748,6.254513256,1.462879904,4.275479648,1.91E-05,0.000106578,OR5B3
ENSG00000134323,6.880184128,6.282752873,1.443945346,4.351101578,1.35E-05,7.69E-05,MYCN
ENSG00000229924,6.919499582,6.290263467,1.440900288,4.365509203,1.27E-05,7.24E-05,FAM90A26
ENSG00000078124,7.098818306,6.31047192,1.460392367,4.321079776,1.55E-05,8.76E-05,ACER3
ENSG00000172725,6.965437753,6.321320689,1.519717179,4.159537562,3.19E-05,0.000172864,CORO1B
ENSG00000067141,7.270321779,6.346848603,1.442916894,4.398623808,1.09E-05,6.26E-05,NEO1
ENSG00000187942,7.170026586,6.348861296,1.435628625,4.422356301,9.76E-06,5.67E-05,LDLRAD2
ENSG00000196670,7.320665687,6.350213073,1.456432172,4.360115902,1.30E-05,7.41E-05,ZFP62
ENSG00000152904,7.245444292,6.350289298,1.437226999,4.418431675,9.94E-06,5.75E-05,C5AR2
ENSG00000010292,14.23915089,6.351856201,1.306305844,4.862457158,1.16E-06,7.76E-06,NCAPD2
ENSG00000175097,7.309833545,6.356964715,1.437260776,4.422972381,9.74E-06,5.67E-05,RAG2
ENSG00000182575,7.284956057,6.360805245,1.448197593,4.392221942,1.12E-05,6.42E-05,NXPH3
ENSG00000185052,7.438808361,6.374521292,1.44989278,4.396546682,1.10E-05,6.31E-05,SLC24A3
ENSG00000162076,7.355968026,6.39457717,1.446643549,4.420285269,9.86E-06,5.72E-05,FLYWCH2
ENSG00000134830,7.48455022,6.40527699,1.449706464,4.418326847,9.95E-06,5.75E-05,GGPS1
ENSG00000180210,7.585434346,6.412252409,1.425758388,4.497432709,6.88E-06,4.06E-05,F2
ENSG00000132837,7.399085616,6.413547941,1.524389774,4.207288746,2.58E-05,0.000142357,DMGDH
ENSG00000272523,7.689335364,6.428754102,1.428877757,4.499163117,6.82E-06,4.03E-05,LINC01023
ENSG00000177879,7.653429424,6.436933717,1.420208265,4.532387168,5.83E-06,3.50E-05,AP3S1
ENSG00000049541,7.692744878,6.443692728,1.416841456,4.547927858,5.42E-06,3.27E-05,RFC2
ENSG00000170604,7.706593912,6.445084937,1.433925309,4.494714542,6.97E-06,4.10E-05,IRF2BP1
ENSG00000175093,7.756937819,6.447057016,1.425491697,4.522689982,6.11E-06,3.65E-05,SPSB4
ENSG00000134551,7.771375786,6.457091847,1.413816923,4.56713436,4.94E-06,3.00E-05,PRH2
ENSG00000226387,7.885912636,6.46321281,1.434020949,4.50705606,6.57E-06,3.90E-05,SORCS3-AS1
ENSG00000072506,7.824932896,6.470985485,1.415229765,4.572392161,4.82E-06,2.93E-05,HSD17B10
ENSG00000136108,7.88951846,6.479944504,1.410301414,4.594723115,4.33E-06,2.64E-05,KRT31
ENSG00000130935,7.993419478,6.495315504,1.408113439,4.612778577,3.97E-06,2.44E-05,NOL11
ENSG00000072310,8.150877606,6.523950472,1.403586496,4.64805731,3.35E-06,2.09E-05,SREBF1
ENSG00000174325,8.240536968,6.532143632,1.407668714,4.640398389,3.48E-06,2.16E-05,DIRC1
ENSG00000094796,8.115167976,6.533919589,1.422041987,4.594744492,4.33E-06,2.64E-05,OTX1
ENSG00000064545,8.118381179,6.542189574,1.449685456,4.512833833,6.40E-06,3.80E-05,TMEM161A
ENSG00000016490,8.207451608,6.544725321,1.440637144,4.542938065,5.55E-06,3.34E-05,CLCA1
ENSG00000016602,8.207451608,6.544725321,1.440637144,4.542938065,5.55E-06,3.34E-05,CLCA4
ENSG00000174842,8.26902028,6.545776978,1.400362715,4.674343944,2.95E-06,1.86E-05,GLMN
ENSG00000153956,8.218872683,6.546836494,1.406286425,4.655407588,3.23E-06,2.02E-05,CACNA2D1
ENSG00000172845,8.244142793,6.548972855,1.411080056,4.641106523,3.47E-06,2.16E-05,SP3
ENSG00000181666,8.458974835,6.555683183,1.439938647,4.552751741,5.29E-06,3.20E-05,ZNF875
