,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PBX1,476.981034753013,3.08758333370626,0.344527777020327,6.05925987089014,1.36749308241837e-09,1.58367337183047e-07
MTND6P4,4.38671482430958,3.07567489486139,0.545368023311537,3.8060076978068,0.000141227988696108,0.0048144297023356
DDX58,166.998429767257,3.05755956154995,0.26844285618908,7.66479537120065,1.79116542788327e-14,4.49968311875475e-12
CXCL13,5.76142526460854,3.05619803553464,0.616906589903323,3.3330784095804,0.000858907327668504,0.0223685769593286
TNFSF13B,49.8313584473914,3.04939384174656,0.30882657485922,6.63606699870563,3.22163452183893e-11,5.20852179278297e-09
CD80,8.87189450137058,3.04275485330804,0.535495240680012,3.81470216376526,0.000136347277804479,0.00468718884056703
CHRDL1,4.0146517925614,2.9716040178231,0.572483907292296,3.44394662052298,0.00057328887481323,0.0160295103370295
ADORA3,2.18760371611979,2.96729730316109,0.599548391626152,3.28129860848297,0.00103330286142035,0.0262862070858504
TLR2,16.7027457780308,2.95406354528431,0.477268471385262,4.0942648895551,4.23509913346528e-05,0.00172887334375887
AL353625.1,5.75726369329761,2.91129584257608,0.611750159439601,3.12430787811635,0.00178223866724564,0.0411047672280424
CXCR1,46.1387187389112,2.89254496849696,0.519638276382871,3.64204304130692,0.000270482833975924,0.00852647528183949
CD163,51.4531971769287,2.89174172945997,0.277658067971432,6.81320641348915,9.54470355239744e-12,1.6758652076032e-09
AQP9,100.006581805765,2.84551001128189,0.414560502957162,4.45172658301361,8.51825851100266e-06,0.000422780070596239
IFI44,102.503446357816,2.83640544032084,0.262881459238821,6.98567881370634,2.83481943819334e-12,5.57708031400711e-10
FPR2,28.1605487242386,2.82636993761791,0.515964760747745,3.53971836171738,0.000400554246423697,0.0120232542092878
C3AR1,16.1659772987775,2.81528599232225,0.382952484830713,4.74023818679415,2.1346712553756e-06,0.000126470590251798
GBP1,319.310530238729,2.81462148826006,0.250472762554813,7.24478569945485,4.33123489735303e-13,9.55739657282131e-11
OLR1,13.8336224092361,2.79116002608499,0.419761374605655,4.2670911009087,1.98038302839776e-05,0.000913493629116018
SBK1,29.5361354874346,2.79045929320231,0.268071154935327,6.67904494847372,2.40504396567761e-11,3.96686494096462e-09
CDH6,12.2740783247651,2.75419790307361,0.468017722994809,3.74814417678168,0.000178147844615667,0.00593668603005966
CLEC4E,22.0400492622612,2.74195470663801,0.424806352423529,4.10058535306762,4.12106399573611e-05,0.00169077522578831
XAF1,332.50079169713,2.72725999938079,0.232238863620837,7.43742874233481,1.02663929112439e-13,2.42956420069133e-11
PLIN2,38.3584678937161,2.72395856710919,0.363707829178343,4.73995451514972,2.13766200682811e-06,0.000126470590251798
SLAMF7,100.612947459513,2.70960514892623,0.291787751149672,5.85907099317987,4.65463693596094e-09,4.84111888708957e-07
OAS2,390.107434492833,2.70501850265815,0.232470410847298,7.33434632151149,2.22806264870567e-13,5.05306041537707e-11
MX2,266.412530665924,2.67559655907929,0.267490675372215,6.26413072809991,3.74910862205607e-10,4.89753557516428e-08
SERPING1,50.9894366041581,2.66513882901639,0.276097941884573,6.03097153731239,1.62976893366091e-09,1.86101377047196e-07
CMPK2,108.315375770794,2.65853441830637,0.269730351721133,6.1488609187782,7.80413724046292e-10,9.50998186563575e-08
BEST1,90.5367318383956,2.65710175462739,0.378654408131022,4.37629067308786,1.20716010389005e-05,0.000586658254060136
IL18RAP,33.2861273486366,2.65552744727301,0.444348285525455,3.72574284902506,0.000194740859372005,0.00637259216971037
CD84,25.8681134647121,2.64220335075708,0.325045385598042,5.05222785346003,4.36686313106625e-07,2.9835359023925e-05
PRR26,10.839307080628,2.62082982620962,0.521370069936495,3.10878955212569,0.00187855472482043,0.0430223283332298
MS4A7,28.6139642080126,2.6128725046894,0.324802973604314,4.96569500824294,6.84554659951369e-07,4.60003828903124e-05
SAMD9L,247.470538917668,2.59746799845727,0.265333723495059,6.02059918134385,1.73772586387537e-09,1.97050872439035e-07
NLRP3,9.25297336771279,2.58155848014372,0.514539487223133,3.07373587337111,0.00211396501169126,0.0470285213568209
MEFV,38.9697336735858,2.57546768823861,0.394846349374861,3.99007788911551,6.60516010627942e-05,0.00254376555130747
FFAR2,41.2282925703642,2.55967688232786,0.452130587035412,3.44961594515104,0.000561384596127212,0.0157505997769093
AIM2,10.0989875813231,2.55362253693651,0.43682638367411,3.55661332511357,0.000375666467284454,0.0113481046959452
FASLG,4.27642817783722,2.54992251832124,0.500236575257711,3.09837903700414,0.00194582386128719,0.0441296636541091
CCR5,19.2445448634906,2.54944722269206,0.333190112157878,4.65033974945174,3.31388655422856e-06,0.000187890463694438
ADAP2,29.1080804955081,2.51073392360582,0.332032606950648,4.54995651625976,5.3657002723338e-06,0.000279924983217057
GOLGA2P11,9.3659505730651,2.48812631575033,0.473469096134376,3.14302734412888,0.00167210219047094,0.0391732520347202
CARD16,23.3445645138717,2.48349408702749,0.380361507183647,3.90022139204329,9.61047645177989e-05,0.00344899934024426
SAMD9,343.901442006292,2.47959642306413,0.244138580512334,6.06047770065322,1.35717866946117e-09,1.58295503525939e-07
RPH3A,4.97019618161334,2.45720394345805,0.414968101550564,3.51160471856291,0.00044540994510051,0.013081113297745
MSR1,28.0131925689154,2.45217076933298,0.299678384820024,4.84576413545841,1.26125286224049e-06,8.07646979902937e-05
ACE2,11.4760457115484,2.45182655950962,0.395262373338126,3.67307049049077,0.000239653338494227,0.00764316282084421
NHSL2,29.0176102077832,2.43832870100942,0.375133413271728,3.83417912167574,0.000125984313748019,0.00436772369255074
APOBEC3A,45.0386739769469,2.435708154564,0.402322247833214,3.5685527268161,0.00035895862077881,0.0109559538667237
WARS1,412.732975247545,2.43468977332574,0.243276015382545,5.89737451540272,3.69330942446318e-09,3.89084190916511e-07
IFIH1,9.72285535590913,2.42735651975939,0.46093689738133,3.09664192185195,0.00195726145015747,0.0442660972570933
C6orf223,8.18341038327736,2.42178229342573,0.383107485597286,3.71118379795972,0.000206292244239333,0.0067102511079364
HAVCR2,16.0335294878472,2.41726543399037,0.349346002484731,4.05691040947955,4.9726145401506e-05,0.00200488451422516
EPSTI1,85.6303236083978,2.41662879353134,0.253573701652688,5.58665502099917,2.31484916102219e-08,2.11168558381739e-06
SLAMF8,10.7366895335761,2.41228682548054,0.412987166264444,3.4196869560257,0.000626932359901712,0.0171764740014011
IFIT5,52.9314976861133,2.40903643662786,0.26411616230526,5.33491182186468,9.55909992164745e-08,7.72725458517729e-06
MNDA,114.848040205701,2.40659928717661,0.320600391627303,4.38739104477383,1.14718428336831e-05,0.000559175288451375
ZBP1,13.7940944049994,2.40222330776543,0.411216368687183,3.4099403976599,0.00064977077827138,0.0176540882502385
PKNOX2,15.0597921320083,2.39371563126158,0.355280005912103,3.92286536835509,8.75020527185904e-05,0.00317515781964859
LILRA5,15.0280920802621,2.39368832153677,0.434777869490058,3.20551808023577,0.00134819576586554,0.0326627428202054
MAS1,10.2367816298873,2.38885146899682,0.441431908183815,3.14624168132969,0.00165383282166557,0.0389127321973734
GBP5,193.970607783545,2.3800630910797,0.291088061401988,4.7410501290668,2.12613314048198e-06,0.000126470590251798
LRCH4,84.3089545576965,2.37487907359558,0.356385129490613,3.85784635728409,0.000114390514398625,0.00402560928796369
MS4A6A,36.430632461614,2.35731047984177,0.293702064233454,4.62138556425974,3.81185580264163e-06,0.000212436154953362
FCER1G,35.7208568473115,2.35144309502914,0.316537756232554,4.26945306971932,1.95952872488048e-05,0.000906434689761286
LILRB4,14.670286212783,2.35109748470759,0.372016448833884,3.63182189643151,0.000281427331937269,0.00880349981456642
IFITM3,229.854801411722,2.34912083003664,0.266058989862194,5.07075829587801,3.96233740258944e-07,2.73000031421447e-05
HERC6,108.969326568792,2.32113620907495,0.230031754999088,5.74327752740134,9.2861343085821e-09,8.76492989160908e-07
CD68,70.5246115423523,2.31615531248171,0.262642763212009,5.01119960963588,5.40917697050903e-07,3.64985333683644e-05
GBP4,146.675827064391,2.31167038998034,0.244978758393004,5.35422090708827,8.59258332522902e-08,7.02792936461112e-06
CREB5,24.1294062897197,2.31031034527694,0.387571629801364,3.38082110382665,0.000722695785532609,0.019314074438563
C12orf50,71.6954648859733,2.2763881910992,0.346061076726928,3.68833213827852,0.000225728870041823,0.00724150632399397
CCL4,20.6422327191259,2.27049741155659,0.389381347575677,3.26286150958903,0.00110293403211357,0.0276648384184064
SRRM4,8.84610417789381,2.26553430854343,0.344310979526436,3.67555606354478,0.000237331913187017,0.00758393896366106
HMGA2,16.2330745320059,2.25020584196881,0.314368583167581,3.97687908051026,6.98256484187713e-05,0.00263931253016231
OAS1,142.99531357207,2.22570443050107,0.261986925857494,4.67849464811762,2.88988712084817e-06,0.000165255925318158
DDX60,91.9548352241803,2.19793578082264,0.24961764578742,4.79908292157688,1.59393796186439e-06,9.78474172153519e-05
CCDC13,90.1107966253998,2.13419855867451,0.326767569260265,3.47096427360311,0.00051859299188067,0.0148303064175472
IFITM1,158.814973604462,2.12608824287982,0.267807904822855,4.20483571470635,2.61271865050454e-05,0.00116248182136481
GBP1P1,13.3200338310596,2.10332557873378,0.358479413448706,3.07779341669686,0.0020853942649697,0.0465196761648773
PARP9,199.717320157283,2.07725845475784,0.223982937103586,4.80955589157061,1.51265996899931e-06,9.46368759915315e-05
UBE2L6,82.2933257838834,2.0626962661037,0.252502928628861,4.20864926943361,2.56901792140856e-05,0.00114930119558029
USP18,36.1621018167643,2.06035365441479,0.309693085040032,3.42388547124881,0.000617326317760966,0.0169702381190553
CLEC7A,65.6671105120102,2.04491130826557,0.310516352025742,3.36507659403054,0.000765224133010327,0.0202517745023106
CFAP97D1,7.34460120899639,2.03434989412247,0.318636632882687,3.24617381487109,0.00116967401503547,0.0290267583457663
APOL3,29.5464770564403,2.03357038094376,0.293273413745805,3.52425529386583,0.00042467487013061,0.0125849713185049
DTX3L,212.17843533993,2.02875449570545,0.222534242214329,4.62290425720023,3.78404402932047e-06,0.000211788888899249
IDO1,73.568241124303,2.02682936605414,0.309853868255384,3.31391494911988,0.000919994867142466,0.0237699306733692
FCGR3A,86.5827602932049,1.98961273884835,0.283004678928141,3.4968069877729,0.000470862378381065,0.0137298424581864
SLC8A1,59.0147445473811,1.96907091685121,0.276072050140134,3.51021016564084,0.000447752642941078,0.0131186603799613
MX1,340.045880161013,1.89961421061314,0.236556364366045,3.80295923563098,0.000142977889631923,0.00486392908291599
TRIM22,271.098628814323,1.88577140623308,0.231969423911267,3.81848345052539,0.000134274590364919,0.00462567465415351
EIF2AK2,245.336667859273,1.87166223156577,0.217186587354898,4.01342570083029,5.98438451695735e-05,0.0023490147783028
APOL2,45.5950637349433,1.86649397577316,0.263760129222631,3.28515905086544,0.00101924817337523,0.0260458582520253
TRIM5,34.4606486755782,1.85179367294351,0.270538180135275,3.14851557187822,0.00164101979966051,0.0386669730283644
SCGB3A1,1.90634600016169,-5.67889694939769,0.915429972933823,-5.1111467700828,3.20209084417447e-07,2.28327254997926e-05
IGHG1,57.9584371557548,-4.97663701508966,0.759583071461472,-5.23528915334887,1.64726774043706e-07,1.26282793115478e-05
RPS21,13.557068848363,-4.81264402095157,0.453183364890019,-8.41302730049866,3.99561922404877e-17,1.7633639543106e-14
RPLP1,115.56722038073,-4.78434473952364,0.296787451362644,-12.7510267774077,3.07666027054035e-37,2.51193927788267e-33
GCHFR,2.17658024783406,-4.66861916149286,0.596881718714263,-6.14630846693613,7.93069833989024e-10,9.59262023644946e-08
ROMO1,3.41251995943985,-4.50568851829669,0.551729343059117,-6.3540004938999,2.09786159832353e-10,2.92786171273718e-08
AC007325.4,2.13130868582897,-4.43008833510445,1.01053564527336,-3.39432691083011,0.000687975140904997,0.0184768849931541
MRPL53,1.11928743587732,-4.38503183583038,0.759142987590055,-4.45901745938056,8.23362148203139e-06,0.000411462338082565
MT3,1.13757359017332,-4.3456020527442,0.751003352647183,-4.45484303226,8.39545957775044e-06,0.000417955669039899
MB,3.26821909704713,-4.33845100278599,0.488780164197442,-6.83016874931412,8.48148047959858e-12,1.50537059512353e-09
TSPAN7,8.41892278845204,-4.31297844633836,0.419665339911767,-7.89433420218811,2.91869106292014e-15,8.66532843025872e-13
COPS9,2.78369375619591,-4.26239729875315,0.693787246395565,-4.70230220532634,2.57244374867218e-06,0.000149485530149708
HES6,1.84686695377201,-4.25463889996109,0.707247060223821,-4.6018415388409,4.18771762978539e-06,0.000231017706678262
CRIP1,28.6579942550603,-4.22190423942572,0.387398158492867,-8.31677737436907,9.03873046433789e-17,3.68983574380434e-14
GADD45G,1.64686099997394,-4.20418330461539,0.766655340295716,-4.17943127270132,2.92239018705552e-05,0.00127803739466794
IGFBP2,21.5538706782013,-4.20068711073847,0.345064607290643,-9.27561692249294,1.76594094934171e-20,1.25374129399134e-17
AL928654.3,3.96106794542878,-4.14684785703,0.489941785015797,-6.42290156355726,1.33700957274076e-10,1.9492883315432e-08
AC011448.1,1.43841786747904,-4.12212026131334,0.73769015521394,-4.23229216120946,2.31321645285073e-05,0.00105509808543574
TUBB2B,1.40410239768291,-4.1100206259883,0.992677056633576,-3.13296313761414,0.00173051174125739,0.0403103084493464
TMEM141,1.21061091805873,-4.0926092850007,0.626024496136291,-4.94007711213814,7.80916817333488e-07,5.16258733208037e-05
RPS5,55.5557609040224,-4.01873527627277,0.31689031770311,-9.52612026190392,1.63271301948466e-21,1.56826887618618e-18
IGHA2,9.29413404745499,-3.99263786770364,0.969283353626823,-3.08747473739843,0.00201864928866047,0.0454029259428882
ANAPC11,7.41794292627367,-3.96423886723319,0.441264220154983,-6.71760530729655,1.84735255230189e-11,3.142231231931e-09
UCHL1,1.7382016576666,-3.92300166925876,0.774793685031507,-3.7726193769118,0.000161542631490183,0.00543882397856331
C11orf97,2.71359919188237,-3.92224076011628,0.525739369295657,-5.55834493435648,2.72344761394756e-08,2.43011891192075e-06
RPL35,36.7966975779156,-3.91905891919693,0.324312235989531,-9.00076714740777,2.24145893327925e-19,1.35558455264878e-16
RRAD,22.0955221164863,-3.90989902156651,0.364359724723092,-7.98633554731657,1.39008993427912e-15,4.20347750682292e-13
ALKBH7,2.14963925631992,-3.88040845637517,0.720176718572193,-3.99958563237896,6.34534854532925e-05,0.00245182674403235
ECRG4,2.39973751495691,-3.873882812576,0.548920699322565,-5.23551546903355,1.64525043787205e-07,1.26282793115478e-05
RPS19,52.3881904139363,-3.85885054645016,0.312975175003337,-9.13443229617069,6.57508377821565e-20,4.29458172057933e-17
IGHG3,16.3642556630522,-3.78042977458017,0.870892310793087,-3.1926217973473,0.0014098747216577,0.0338059388104971
TCTEX1D2,5.48611193796031,-3.7726383428637,0.429138347646032,-6.46094285927267,1.0405260727869e-10,1.54461365841249e-08
MRPL54,0.853337701989691,-3.7701077213259,0.861371428093351,-3.21592710296595,0.00130023855514174,0.0316889483088201
RPL13A,260.607482803568,-3.76482403649727,0.244217039447836,-11.3211757981688,1.03079991475167e-29,3.36638636159601e-26
TSTD1,5.57807712102451,-3.76355049942866,0.441634553677142,-6.25755044848452,3.91071171659472e-10,5.02818989136025e-08
RPS28,27.3885775286815,-3.76118666600652,0.350739800780463,-7.87246460157172,3.47722076562364e-15,1.01392031931908e-12
CHCHD1,3.1166195760974,-3.74721204512144,0.481043464304883,-5.7109434988192,1.12351545192168e-08,1.04833621796737e-06
CCN1,16.8017376502118,-3.74447170792642,0.421696802390305,-6.50816343014678,7.60751292079699e-11,1.1609633503149e-08
OAZ1,31.8903543467808,-3.71557545999463,0.31018179761211,-8.75478664737935,2.04489943418473e-18,1.07713428583234e-15
UQCR11,12.7281569080979,-3.69252437158541,0.356141888104869,-7.56025747466296,4.02272274124292e-14,9.95258176390237e-12
EDF1,5.98863606788684,-3.69099083307189,0.428758115026307,-6.27624466747826,3.46848235770412e-10,4.60462182267891e-08
TCTEX1D4,4.7307820209664,-3.66493068118585,0.569073334904594,-4.68293015632621,2.8280289468394e-06,0.000163176270929119
RPLP2,44.9990226380144,-3.65203438886552,0.284246147042096,-9.33006275181896,1.05808244785878e-20,7.85337649594818e-18
CCDC107,1.5553480635326,-3.64662308065035,0.633850002920769,-4.17547222285203,2.97368539642551e-05,0.00129141778825085
RPS10-NUDT3,7.27044037566183,-3.61840428066692,0.547342043127723,-4.78385374107999,1.71965835790275e-06,0.000104777243754455
FBXW9,3.0294319484183,-3.61110547652834,0.511092268319232,-5.10887297339709,3.24086136737292e-07,2.3008706638188e-05
NDUFB7,2.81731175260993,-3.59672126420635,0.500259119468136,-5.19075247836987,2.09445903626943e-07,1.55456461832925e-05
SEC61B,3.69924630873443,-3.58466854306914,0.538120032964635,-4.80314499504797,1.5619269393975e-06,9.66087310356887e-05
MRPL23,3.08698616523443,-3.55959037281011,0.528738537793823,-4.84093779789549,1.29227821249491e-06,8.21074355324098e-05
PRDX5,56.933444480976,-3.55952644458771,0.260365870322553,-9.83049906432379,8.32054110854746e-23,8.49163223509197e-20
MIF,8.8250122081254,-3.54193564020189,0.452708164629854,-5.61495426591266,1.96614241035525e-08,1.80365951790398e-06
C9orf24,25.2887497068409,-3.53569213224939,0.325731513517056,-7.78460795785612,6.99297090623552e-15,1.93539359199864e-12
RPS8,149.587954762892,-3.53462581882476,0.244247110595319,-10.3773011383715,3.14541529009428e-25,4.66922602472269e-22
CIB1,26.4776512464607,-3.53384957474952,0.399865926359666,-6.33674791402557,2.34665461032989e-10,3.16682009356006e-08
EFNA4,0.766547139625369,-3.52846006827785,0.794190756896047,-3.18369364831175,0.00145408815344704,0.0347639904211373
ATAD3A,4.69673565038512,-3.52648872152745,0.454484965783469,-5.55901495481184,2.71301453370439e-08,2.43011891192075e-06
CKB,19.1107677937806,-3.52568249686909,0.311862813898563,-8.09869719732152,5.55508606517666e-16,1.81418000716539e-13
FIS1,4.7188290069522,-3.49657819646434,0.415006113330248,-6.01576245812469,1.79041957390796e-09,2.01625939464435e-07
RPL13,165.908694491595,-3.48745916013551,0.250814294451334,-9.91753347063783,3.49280728498827e-23,3.80227001043823e-20
KRT10,4.9719868115833,-3.47832342501497,0.385305736234169,-6.43209584481444,1.25856333993501e-10,1.85144871872061e-08
ATP5ME,3.369132111148,-3.47222866020866,0.422666182106401,-5.84912814147574,4.94156298856428e-09,5.07489195221799e-07
TMEM9,2.95141714426242,-3.46656083470853,0.453813507422951,-5.43518602765983,5.47392929011209e-08,4.71730678132952e-06
PLPPR3,1.75834419967304,-3.44559651830319,0.616470056724621,-3.96709700921556,7.27533848540003e-05,0.00271851263451023
ENKD1,3.4555637137882,-3.43372117577653,0.480798045907373,-5.06183666196804,4.15236705715166e-07,2.84890763345502e-05
DLL1,1.28232410576474,-3.42949658467626,0.58895252581605,-4.12511446709556,3.70550415824238e-05,0.00155946333505
FAM166B,7.75051518127108,-3.42873571017321,0.413951492699637,-5.86719882161531,4.43219087167268e-09,4.63931056048353e-07
EFNA1,6.09893991111942,-3.42045066758451,0.445829705298282,-5.42909240640461,5.66413530802242e-08,4.84239086097896e-06
TOMM7,16.0352473514982,-3.39701221231034,0.296256991210433,-8.09098952405052,5.91819456935912e-16,1.89486664947186e-13
RPL18A,85.0647812489099,-3.39368581033496,0.295958591347457,-8.08790783682559,6.06983056818177e-16,1.90604352592e-13
TIMM13,1.79345108916655,-3.38893773127681,0.620048789901536,-3.85282218139024,0.000116764187963878,0.00408274609263847
RPS18,170.404139046105,-3.38470573939615,0.231114604108528,-10.3182823456554,5.82559862134521e-25,7.92718332399549e-22
CYP2G2P,7.6227854785991,-3.35030444783695,0.510962267502479,-4.59976126872332,4.22975394164082e-06,0.000232551017215667
ELMO3,2.94021383576933,-3.35017066089008,0.486522123629024,-4.83055250059316,1.36154706231761e-06,8.58405481875841e-05
GADD45GIP1,6.31607743891153,-3.35016313931058,0.411206737604972,-5.71528363810099,1.09521189901406e-08,1.02779971833337e-06
BLOC1S1,8.48733541995162,-3.34878740255044,0.352201012249533,-6.66888316858763,2.57757333678205e-11,4.20891950163141e-09
KCNH3,1.86767141378569,-3.34845596529914,0.706272753066349,-3.32514025934471,0.000883740645185043,0.022942131947896
TMEM190,3.60424410411293,-3.34626866972305,0.511647968696184,-4.58570895082798,4.52448520932263e-06,0.000243027365075754
ENDOG,1.92501599392663,-3.34502719397928,0.521973515145552,-4.49261720362454,7.03531766291368e-06,0.000357880691955506
S100A6,64.0481336232904,-3.33885131687172,0.247169043709143,-9.46255761552395,3.00501414014508e-21,2.72604866080161e-18
HAGHL,1.96226624431691,-3.33649585679194,0.564980937800283,-4.13553042318373,3.54135691864624e-05,0.00150786854885822
TRAPPC2B,2.23794785892019,-3.32123867226486,0.550046640411777,-4.22007608396104,2.44219882197418e-05,0.00110467214858771
SLC25A25,13.6310761412803,-3.31694454701553,0.371733297600006,-6.23281412231363,4.58129654307311e-10,5.79906908928998e-08
NAT14,1.3195902774745,-3.30895723170894,0.619328332992898,-3.72816341301701,0.00019288029880887,0.00633214604549243
TMED9,3.90615839418094,-3.30857931160085,0.431576956223066,-5.34917186451361,8.83576049813333e-08,7.17806632706563e-06
FAU,30.7002675118447,-3.29397088161939,0.310412925247508,-7.39006238155287,1.46759943894941e-13,3.42349017694355e-11
AP001931.1,1.00851037623192,-3.26758540283693,0.728922936931049,-3.11087124296574,0.001865362555654,0.042780203892239
TMA7,11.9378169196246,-3.26720997036295,0.350393179829961,-6.47047402995454,9.76959437380757e-11,1.46355694064132e-08
NDUFA13,8.15207292959481,-3.26600895462217,0.382177845996593,-5.92920018352494,3.04413787630963e-09,3.29190247564636e-07
CCDC153,4.45736058087405,-3.26557419351084,0.406363458036619,-5.57524095413786,2.47187483866556e-08,2.23001349395414e-06
RPS15,73.5746364631564,-3.26242568842185,0.309593250502209,-7.30773582677217,2.71681243882931e-13,6.07710004296491e-11
RPL10A,55.3358964108895,-3.23978021789863,0.254026147806984,-8.81712468277273,1.17436446543211e-18,6.61248184691065e-16
OXLD1,1.36086631864183,-3.23213381166126,0.543528155508351,-4.10674918868479,4.01266531685969e-05,0.00166301553195436
MRPL41,1.59547628324314,-3.22720189246045,0.61234999566879,-3.63713874126505,0.000275683452947055,0.00865699058302396
FDXR,2.45764716135896,-3.22658002916191,0.484972564274029,-4.59114637236222,4.40818036966603e-06,0.000239140123775006
NDUFS6,3.78701954076142,-3.22011976717193,0.513270220881856,-4.32544043439246,1.52227400522671e-05,0.000724700065053848
C22orf15,3.27089792694905,-3.21943725454635,0.47025542118588,-4.71964203825534,2.36260028021151e-06,0.00013877302149487
MRPL14,5.28580786704355,-3.21363246933352,0.371839073710022,-5.95320025743131,2.62949220213515e-09,2.86246521124432e-07
NDUFAF8,1.12962667550651,-3.21212772920056,0.713162471773676,-3.10185661298031,0.00192311083753953,0.0437970388649693
CHCHD6,1.76341876974035,-3.20912542571575,0.480494900279746,-4.59760431261516,4.27376669429951e-06,0.000234182336749049
RPS3A,211.908744187447,-3.20278802439639,0.219789511251194,-10.0222618079298,1.21685772404783e-23,1.41929069828407e-20
NDUFAB1,4.10601557023973,-3.19954187634078,0.415409010590245,-5.29488244180237,1.1909299941286e-07,9.44014362821648e-06
TST,4.03134838712896,-3.19561796432579,0.51327673073903,-4.27764952672699,1.88877083308293e-05,0.000878682020894906
LAMTOR4,5.27261907841501,-3.18745989384539,0.43061220433796,-5.07988364428378,3.77666110778138e-07,2.63543159098129e-05
COMMD6,12.4834764848557,-3.18723336719636,0.316461991317194,-6.91151995249903,4.79488077047174e-12,8.6039129781355e-10
SELENOH,10.8976720424936,-3.18343288461651,0.360204619984439,-6.06164597419887,1.34735525982967e-09,1.58295503525939e-07
PHPT1,2.91916106413896,-3.17949146046277,0.484497860868381,-4.49845424819089,6.84493228059985e-06,0.000351480815125519
DDT,1.78588814361502,-3.16897851789085,0.484022513578279,-4.48115213041649,7.42411657836561e-06,0.000375320122625796
MRPL55,2.16673205936395,-3.16169460161839,0.50077552190733,-4.3166938219844,1.58383610089124e-05,0.000751815688705029
ZMYND10,37.9247500801056,-3.15449490991784,0.309191089940241,-6.96816622475847,3.2109871215743e-12,6.16849514213961e-10
ITPA,2.98549218220368,-3.1528697258918,0.467249985414291,-4.6075329975301,4.0747455586853e-06,0.000226314694652286
CDC34,2.93712858522232,-3.14643105518357,0.512118706738587,-4.19127641099669,2.77389466641774e-05,0.00121760553784772
ATP5IF1,12.6428269446027,-3.14164473235687,0.259545115301292,-8.25153164555126,1.56377214259571e-16,6.07972269439175e-14
RPS10,35.2725147883776,-3.14040330193334,0.337569321182332,-6.34063336809341,2.28822489675016e-10,3.13986759151541e-08
GATD3B,3.2561502926115,-3.13656421621541,0.493335004073387,-4.33085874420858,1.48528945384994e-05,0.00070953045847833
C12orf57,7.55261688270783,-3.13267359351178,0.360146763382476,-5.92167918845596,3.18670823090514e-09,3.42340517779277e-07
SMIM22,5.79987007192092,-3.12889202562136,0.408725725913022,-5.20860785277409,1.90262746077901e-07,1.43833350958613e-05
ATP5F1E,23.9563797012535,-3.1114088887977,0.268873586164884,-7.85279401712186,4.06869605869341e-15,1.16557434986675e-12
RPL36,30.3174172770464,-3.10560170380592,0.336820634193083,-6.25140353663393,4.06780317617873e-10,5.18930922373613e-08
SDF2L1,0.993956055828311,-3.10076275552338,0.590364794170869,-3.55841468913093,0.000373099932356287,0.0113030589896954
SSR4,7.05144145102144,-3.09243057659177,0.38971789434741,-5.36909032646702,7.9134779996704e-08,6.59281542125602e-06
HSD17B8,2.09342077595633,-3.07869743225697,0.493538811025139,-4.21182161528344,2.53319559950905e-05,0.00113638876220833
RPS7,39.0854880054946,-3.0772795695833,0.254534081481016,-8.16110580357873,3.31971212843891e-16,1.17842563794085e-13
TUBB2A,16.4510805594498,-3.06492442610856,0.332845984153301,-6.20384359258935,5.51005493925558e-10,6.81618841690185e-08
JUN,47.8724471761522,-3.06380746015881,0.349111073266234,-5.91160698757023,3.38786101785741e-09,3.59223263380478e-07
