row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000261704,14.30451893,4.06955199,0.619856507,4.952036408,7.34E-07,9.39E-05
ENSG00000187955,2.006059894,4.068827318,0.796229655,3.85419872,0.000116109,0.009311
ENSG00000278857,10.8855443,4.065534376,0.525693788,5.831406893,5.50E-09,9.61E-07
ENSG00000254174,2.51506261,4.048328698,0.742572308,4.105093426,4.04E-05,0.003690297
ENSG00000124469,2.818105148,4.039917262,0.847033302,3.588899342,0.000332077,0.022741398
ENSG00000274576,206.9603877,4.025779241,0.618839044,4.889444634,1.01E-06,0.000123719
ENSG00000196188,2.18422737,4.023488577,0.787274346,3.840451033,0.000122808,0.009797457
ENSG00000256663,10.93870567,4.012695191,0.409242334,7.36164111,1.82E-13,5.51E-11
ENSG00000158402,14.14312896,4.011878801,0.360468452,8.355457408,6.52E-17,3.31E-14
ENSG00000257771,2.183725004,4.007439658,0.7884243,3.814493869,0.000136462,0.01077565
ENSG00000243064,10.14860481,3.99933994,0.677746678,4.425458715,9.62E-06,0.001006398
ENSG00000196415,4.299792223,3.994309765,0.880624184,3.400212961,0.000673334,0.041028302
ENSG00000143603,73.68871478,3.980111874,0.329200734,9.052567528,1.40E-19,9.40E-17
ENSG00000211663,3240.900091,3.970031836,0.523743879,5.670771447,1.42E-08,2.34E-06
ENSG00000138772,35.22113574,3.960527861,0.562885926,5.259552112,1.44E-07,2.04E-05
ENSG00000153093,17.20369462,3.959552179,0.398740355,7.42225396,1.15E-13,3.60E-11
ENSG00000206579,2.383896059,3.95657594,0.775746673,3.811264738,0.000138258,0.010889633
ENSG00000211650,229.0877853,3.933356218,0.472220775,6.211832198,5.24E-10,1.02E-07
ENSG00000239571,26.66888041,3.90890515,0.670792616,4.336519339,1.45E-05,0.001440771
ENSG00000276775,269.9277991,3.896216378,0.705253485,4.106631786,4.01E-05,0.003676662
ENSG00000155269,2.007773279,3.881441067,0.762424177,3.779314919,0.00015726,0.01213925
ENSG00000138207,3.976167241,3.879859873,0.697503901,4.128808269,3.65E-05,0.003389587
ENSG00000152253,25.25475543,3.878908762,0.315148138,9.135096836,6.53E-20,4.82E-17
ENSG00000166851,189.7096776,3.878898412,0.221624087,12.99000684,1.39E-38,2.16E-34
ENSG00000235996,1.771566212,3.869228214,0.653279724,4.392036226,1.12E-05,0.001152245
ENSG00000253230,2.262838694,3.868359468,0.709230213,4.044327804,5.25E-05,0.004549758
ENSG00000178445,151.9187174,3.85850504,0.335516524,8.519714626,1.60E-17,8.84E-15
ENSG00000243238,502.2710969,3.853298138,0.443795434,6.429309359,1.28E-10,2.77E-08
ENSG00000089685,240.3283805,3.8442122,0.247119567,11.50945769,1.18E-30,3.33E-27
ENSG00000211649,342.4455898,3.830530705,0.366269133,7.728007773,1.09E-14,3.80E-12
ENSG00000171848,865.6643087,3.819201324,0.222565364,12.66684658,9.03E-37,9.31E-33
ENSG00000187323,8.639594073,3.816583774,0.494335764,5.697713941,1.21E-08,2.02E-06
ENSG00000126787,96.39744055,3.816063827,0.300891467,9.359068418,8.04E-21,6.61E-18
ENSG00000259490,8.390106135,3.809793704,0.447835625,6.274162995,3.52E-10,6.97E-08
ENSG00000224373,1085.138184,3.80789855,0.237915828,11.80206702,3.81E-32,1.47E-28
ENSG00000261241,3.838617618,3.792220346,0.837565812,3.333732473,0.00085689,0.049890048
ENSG00000227640,1.465556711,3.78941675,0.784027827,3.557803247,0.000373969,0.02494794
ENSG00000211673,1438.958927,3.773222858,0.35449123,7.823107107,5.15E-15,1.83E-12
ENSG00000287430,1.260157643,3.766340639,0.761107859,3.634623669,0.000278387,0.01994718
ENSG00000130707,4.384865562,3.762988281,0.592285256,4.664962113,3.09E-06,0.000359199
ENSG00000101335,693.3151843,3.758481424,0.437099476,6.310877895,2.77E-10,5.61E-08
ENSG00000124657,10.67804739,3.754445415,0.625028402,4.406912398,1.05E-05,0.001085508
ENSG00000145386,184.4168853,3.754224911,0.218227863,12.62086737,1.62E-36,1.25E-32
ENSG00000253545,2.926476405,3.748150807,0.661051344,4.157242597,3.22E-05,0.003012281
ENSG00000234429,1.415483203,3.743876129,0.817447907,3.356637293,0.000788965,0.046784741
ENSG00000156234,1.790508813,3.733725412,0.683778419,3.997969718,6.39E-05,0.005447914
ENSG00000102287,2.083354171,3.733576304,0.670764705,4.075313271,4.60E-05,0.004075679
ENSG00000274641,22.52364564,3.732352354,0.556630748,4.908734136,9.17E-07,0.000114876
ENSG00000146267,1.822748997,3.727540158,0.697277755,3.91169823,9.16E-05,0.007565107
ENSG00000211665,94.13980668,3.713645428,0.39766819,6.823893637,8.86E-12,2.25E-09
ENSG00000241244,58.57833263,3.712929186,0.52792958,5.138808828,2.76E-07,3.72E-05
ENSG00000102837,1.204292011,3.71292673,0.783532782,3.462429132,0.000535323,0.034025429
ENSG00000176912,2.263801869,3.711041224,0.618405058,4.383924723,1.17E-05,0.001182951
ENSG00000254933,1.79146397,3.708512627,0.783718955,3.455974375,0.000548307,0.034637365
ENSG00000211660,1451.956708,3.707783733,0.331551174,8.167015974,3.16E-16,1.44E-13
ENSG00000211934,2558.568254,3.693043562,0.378204354,7.12060434,1.07E-12,2.94E-10
ENSG00000275063,1549.363818,3.683057076,0.515429176,5.205481569,1.93E-07,2.67E-05
ENSG00000211945,1035.497314,3.670180344,0.28139089,9.489221009,2.33E-21,2.18E-18
ENSG00000211637,934.657105,3.668976316,0.333948322,7.992183644,1.33E-15,5.33E-13
ENSG00000259337,2.501586533,3.666386433,0.660917926,4.034368459,5.47E-05,0.004733831
ENSG00000170476,1906.905336,3.66438151,0.238749228,11.15974919,6.42E-29,1.53E-25
ENSG00000117399,232.9369504,3.659698529,0.230710945,11.52827202,9.50E-31,2.94E-27
ENSG00000211668,1015.998131,3.659463428,0.322287006,8.251848141,1.56E-16,7.66E-14
ENSG00000170790,1.961223711,3.659372826,0.776384873,3.425327977,0.000614058,0.037863627
ENSG00000211648,1653.601991,3.637900924,0.377661914,6.984821149,2.85E-12,7.36E-10
ENSG00000211679,7149.744491,3.63623772,0.298517706,8.831093321,1.04E-18,6.68E-16
ENSG00000241566,13.56851013,3.635148241,0.747964028,3.523094888,0.000426539,0.027854592
ENSG00000109472,11.42895877,3.610427298,0.645157078,4.04618873,5.21E-05,0.004539188
ENSG00000115163,36.61422899,3.609761094,0.278312893,9.377075816,6.78E-21,5.92E-18
ENSG00000232216,326.1536018,3.608144378,0.467144949,5.583158682,2.36E-08,3.75E-06
ENSG00000169302,1.680423009,3.605947861,0.686854723,3.794030634,0.000148221,0.011527515
ENSG00000180535,45.02743139,3.593443925,0.370019269,7.008942883,2.40E-12,6.30E-10
ENSG00000223648,104.9762931,3.591752073,0.600057397,4.319173606,1.57E-05,0.001553797
ENSG00000099260,1.650361699,3.588169371,0.714790728,3.620877091,0.000293606,0.020844678
ENSG00000211677,14385.0413,3.584883947,0.321964887,8.028465381,9.87E-16,4.13E-13
ENSG00000287080,5.284867161,3.582865688,0.457654294,5.643704691,1.66E-08,2.71E-06
ENSG00000132465,7788.070422,3.578456283,0.293388855,8.788528397,1.52E-18,9.57E-16
ENSG00000287632,3.662664325,3.577026516,0.676686622,3.80830126,0.000139925,0.010992971
ENSG00000211970,449.0186227,3.572589316,0.385060146,6.681006435,2.37E-11,5.56E-09
ENSG00000175063,144.7810265,3.566700139,0.210719504,12.18064813,3.94E-34,2.03E-30
ENSG00000159189,117.4605271,3.561355168,0.379646557,6.746683521,1.51E-11,3.72E-09
ENSG00000211644,129.6693134,3.54321891,0.363653496,6.993522507,2.68E-12,6.97E-10
ENSG00000211962,1023.732412,3.538150456,0.267047796,9.504480065,2.01E-21,1.94E-18
ENSG00000024526,19.33981393,3.53592807,0.318323583,7.966510188,1.63E-15,6.40E-13
ENSG00000065328,98.48503736,3.516135152,0.248289115,10.1338923,3.91E-24,5.76E-21
ENSG00000255428,1.349596007,3.515410087,0.650832217,3.86491329,0.000111129,0.008981402
ENSG00000108309,11.01744957,3.513057576,0.745653182,3.370276739,0.000750927,0.044700391
ENSG00000090889,53.87575193,3.510547607,0.236515974,10.61470633,2.55E-26,4.93E-23
ENSG00000266602,1.783312698,3.503665552,0.74376472,3.366206387,0.000762097,0.045278195
ENSG00000073754,3.415065658,3.503383523,0.662646286,3.777857925,0.000158183,0.012180097
ENSG00000112984,66.00341889,3.498057135,0.257168113,9.71371259,2.64E-22,3.02E-19
ENSG00000224819,1.382732937,3.491480999,0.705132939,3.533349334,0.00041033,0.027027138
ENSG00000144191,1.207183801,3.485901335,0.693653289,3.583780797,0.000338656,0.023089797
ENSG00000271736,4.505903229,3.482519112,0.706840129,3.512136636,0.000444519,0.028967692
ENSG00000211955,1209.613682,3.47651077,0.300459949,8.242398954,1.69E-16,8.16E-14
ENSG00000087245,14.09566311,3.474081713,0.694170341,3.564084442,0.000365128,0.024463603
ENSG00000249125,1.757851457,3.469592821,0.686922473,3.595155083,0.000324198,0.022450195
ENSG00000138180,71.13755631,3.468904377,0.263945736,9.353833166,8.45E-21,6.71E-18
ENSG00000242580,47.89547231,3.464146893,0.722932293,3.408544504,0.000653104,0.039874144
ENSG00000277856,300.3869056,3.463179864,0.516886554,4.765416794,1.88E-06,0.000223514
ENSG00000282600,53.72140617,3.457763265,0.373521446,6.579978982,4.71E-11,1.07E-08
ENSG00000183578,8.245162399,3.447453869,0.533759022,4.585316159,4.53E-06,0.000508386
ENSG00000211974,113.9900207,3.445865077,0.72175507,3.388774362,0.000702058,0.042610764
ENSG00000175093,3.420882256,3.443764616,0.730791505,3.343997024,0.000825806,0.048504755
ENSG00000251127,11.27547238,3.442113474,0.431534493,5.65913852,1.52E-08,2.49E-06
ENSG00000196517,21.51255539,3.44115165,0.413144929,5.908705339,3.45E-09,6.24E-07
ENSG00000101057,980.8095013,3.437005788,0.258321565,9.434000552,3.95E-21,3.59E-18
ENSG00000211942,281.8410358,3.434862894,0.561103408,4.33941919,1.43E-05,0.001426478
ENSG00000273983,7.17798919,3.430550704,0.425141557,5.717038634,1.08E-08,1.82E-06
ENSG00000157456,150.6562178,3.427887543,0.246620637,9.844624402,7.23E-23,8.61E-20
ENSG00000211647,12.79614155,3.425272989,0.581160533,4.173155007,3.00E-05,0.002826415
ENSG00000135451,61.47969244,3.422048104,0.280679262,8.629237826,6.18E-18,3.54E-15
ENSG00000211890,6208.591622,3.420020821,0.371800457,6.508923736,7.57E-11,1.67E-08
ENSG00000111291,35.3752635,3.411140706,0.296343482,8.136304152,4.08E-16,1.80E-13
ENSG00000128591,2.41889379,3.41113704,0.698071496,3.453997268,0.000552343,0.034781048
ENSG00000211959,1941.295442,3.409309954,0.487361865,4.943575048,7.67E-07,9.77E-05
ENSG00000121898,1.909262178,3.408647297,0.694393269,3.468707725,0.000522968,0.033308546
ENSG00000183778,2.394522179,3.408611606,0.683240201,3.525277938,0.000423039,0.027684439
ENSG00000211599,31.71002488,3.398885888,0.316517317,7.57900361,3.48E-14,1.16E-11
ENSG00000048462,263.5334969,3.393909205,0.291385878,8.215597892,2.11E-16,1.01E-13
ENSG00000184661,67.66654012,3.391304023,0.246842029,9.687588573,3.40E-22,3.76E-19
ENSG00000047597,153.9428213,3.390806318,0.372947526,6.410570266,1.45E-10,3.12E-08
ENSG00000248385,20.61820122,3.367317966,0.607239447,3.89849174,9.68E-05,0.007947353
ENSG00000002079,2.063869732,3.364484503,0.634671422,3.725525402,0.000194909,0.014608251
ENSG00000259986,1.606324096,3.35366882,0.675503117,3.484319701,0.00049339,0.031554518
ENSG00000183454,4.277383368,3.353433745,0.604945466,3.890323802,0.000100111,0.008176311
ENSG00000243290,139.0315949,3.351416559,0.354845375,6.626594918,3.44E-11,7.94E-09
ENSG00000185155,14.03188785,3.343853149,0.406552282,5.765194909,8.16E-09,1.40E-06
ENSG00000276368,15.67094459,3.343047279,0.324076512,7.229920078,4.83E-13,1.39E-10
ENSG00000196166,2.306180653,3.342797127,0.658120165,3.559831852,0.000371092,0.024809486
ENSG00000108950,375.3137676,3.338232851,0.436745861,5.353760757,8.61E-08,1.25E-05
ENSG00000105974,44.03487307,3.326096121,0.356415011,6.526369682,6.74E-11,1.51E-08
ENSG00000163554,19.87052696,3.320585018,0.533490399,4.349815898,1.36E-05,0.0013649
ENSG00000167100,47.4955532,3.318998263,0.452192821,5.128339403,2.92E-07,3.92E-05
ENSG00000285980,1.5671173,3.318480347,0.682262453,3.39822357,0.00067825,0.041246642
ENSG00000243264,181.1302783,3.316718859,0.509173129,4.549962926,5.37E-06,0.00059316
ENSG00000244437,1812.949076,3.306686241,0.286950796,8.038612454,9.09E-16,3.85E-13
ENSG00000211895,43792.20703,3.301039595,0.420295059,5.474819528,4.38E-08,6.65E-06
ENSG00000214050,2.981447452,3.300293011,0.571070795,4.028034755,5.62E-05,0.004849606
ENSG00000018236,2.012832019,3.299242898,0.665827264,3.453212301,0.000553953,0.034781048
ENSG00000211666,2598.120098,3.298619382,0.280262125,8.201676833,2.37E-16,1.10E-13
ENSG00000253771,1.778890325,3.296169339,0.627134126,3.661368826,0.000250871,0.018186113
ENSG00000104313,1.529001934,3.294709752,0.669617525,3.426896201,0.000610522,0.03779622
ENSG00000243466,2911.155183,3.291895743,0.310450798,7.382476569,1.55E-13,4.76E-11
ENSG00000134201,13.75301833,3.285314336,0.508855324,4.491088581,7.09E-06,0.000761598
ENSG00000105610,60.98471461,3.278821608,0.414171411,5.50212194,3.75E-08,5.78E-06
ENSG00000165480,58.03488821,3.278201137,0.28333368,8.040700067,8.93E-16,3.84E-13
ENSG00000251039,20.49895104,3.272437816,0.456748849,4.975245848,6.52E-07,8.44E-05
ENSG00000253497,5.363801409,3.27128765,0.607497178,3.738762473,0.000184928,0.014064551
ENSG00000242371,3.235677568,3.270172361,0.619930179,3.661980714,0.000250273,0.018185308
ENSG00000184357,68.5956024,3.268749945,0.229413489,9.889348503,4.63E-23,5.97E-20
ENSG00000125144,5.949305818,3.267209413,0.419139839,5.409195699,6.33E-08,9.38E-06
ENSG00000159307,31.53562481,3.251395017,0.475738079,4.732425498,2.22E-06,0.000260122
ENSG00000158089,21.70035515,3.25083092,0.330197424,6.816621674,9.32E-12,2.35E-09
ENSG00000120885,5145.382969,3.240748891,0.350665555,6.389988573,1.66E-10,3.52E-08
ENSG00000211651,1643.718229,3.238287023,0.34977369,6.399243525,1.56E-10,3.33E-08
ENSG00000165899,3.200684925,3.23281199,0.615458071,3.627886441,0.000285751,0.020380491
ENSG00000123485,88.36770199,3.232055614,0.203885273,10.94760587,6.82E-28,1.41E-24
ENSG00000109805,91.42991544,3.22590049,0.251104885,8.864425261,7.69E-19,5.06E-16
ENSG00000211664,128.1568664,3.225655592,0.596830198,3.72912698,0.000192144,0.014471132
ENSG00000211949,3369.108409,3.217983164,0.298075405,7.441013671,9.99E-14,3.16E-11
ENSG00000178999,121.2942829,3.214960643,0.191637587,11.55807,6.72E-31,2.31E-27
ENSG00000127564,117.274976,3.213995978,0.21405974,10.34288831,4.51E-25,7.75E-22
ENSG00000171241,198.757952,3.204858184,0.216868233,10.1668103,2.79E-24,4.32E-21
ENSG00000167900,471.0536154,3.201233417,0.180066615,12.22455043,2.30E-34,1.42E-30
ENSG00000169607,44.29491306,3.200582052,0.265467124,8.289471101,1.14E-16,5.68E-14
ENSG00000211935,301.7233739,3.19345733,0.519709567,4.220544449,2.44E-05,0.00233557
ENSG00000121211,9.15778619,3.186493191,0.367855798,5.943886715,2.78E-09,5.10E-07
ENSG00000183010,83.5421454,3.183262484,0.239098481,9.131226927,6.77E-20,4.88E-17
ENSG00000236279,31.51030878,3.178828089,0.47949666,4.543990126,5.52E-06,0.000603759
ENSG00000131747,377.474604,3.168652879,0.248332228,8.732869259,2.48E-18,1.51E-15
ENSG00000139734,25.23186907,3.168507813,0.291292898,7.444423912,9.74E-14,3.11E-11
ENSG00000166803,28.54687714,3.167356816,0.290886463,7.450868604,9.27E-14,2.99E-11
ENSG00000132170,43.87356415,3.1649042,0.419739908,5.157727819,2.50E-07,3.38E-05
ENSG00000088325,230.194468,3.163158214,0.192219304,11.25359506,2.22E-29,5.74E-26
ENSG00000277836,55.02468431,3.161159049,0.569713635,3.793412896,0.000148591,0.011527515
ENSG00000143476,142.3522308,3.159290362,0.214741973,10.05527859,8.71E-24,1.23E-20
ENSG00000206192,3.289830586,3.159253705,0.605691395,3.564940372,0.000363939,0.024436801
ENSG00000148773,571.173141,3.158544674,0.208941517,10.33085574,5.11E-25,8.33E-22
ENSG00000184792,456.6737225,3.155718271,0.463110106,4.654872016,3.24E-06,0.00037443
ENSG00000166211,4.214640109,3.148644151,0.62643969,3.429929786,0.000603737,0.037601789
ENSG00000211592,41745.07954,3.145800037,0.246614422,8.701032243,3.29E-18,1.96E-15
ENSG00000163518,3.729124103,3.134228527,0.601123482,3.550399527,0.000384647,0.025550131
ENSG00000211598,3645.15309,3.133458696,0.271660467,7.853401407,4.05E-15,1.51E-12
ENSG00000182747,17.15748357,3.130282546,0.509019072,4.185074124,2.85E-05,0.00269029
ENSG00000244575,189.2320557,3.12512531,0.377163148,5.634498811,1.76E-08,2.85E-06
ENSG00000169679,236.4177132,3.118831824,0.219868325,9.636821613,5.59E-22,5.97E-19
ENSG00000005961,5210.749658,3.117352746,0.376848573,5.618577059,1.93E-08,3.09E-06
ENSG00000165304,62.48552069,3.117321097,0.27907651,7.586883962,3.28E-14,1.10E-11
ENSG00000075218,56.20367875,3.115827843,0.225677281,9.375457865,6.89E-21,5.92E-18
ENSG00000211965,517.8194573,3.114023442,0.349637437,6.046330336,1.48E-09,2.78E-07
ENSG00000211947,1464.205815,3.11266444,0.27705572,7.625413533,2.43E-14,8.27E-12
ENSG00000267659,7.508505311,3.111619659,0.388987186,5.428506998,5.68E-08,8.46E-06
ENSG00000211941,612.7853484,3.103217552,0.314115552,6.69568106,2.15E-11,5.07E-09
ENSG00000270550,1795.795664,3.101316951,0.333507035,6.300667548,2.96E-10,5.92E-08
ENSG00000211952,110.8216117,3.098364202,0.302080896,6.94636512,3.75E-12,9.59E-10
ENSG00000198753,62.92936226,3.095689803,0.55048578,3.806982631,0.000140673,0.010997557
ENSG00000164045,33.02742443,3.093841743,0.261530769,8.006100967,1.18E-15,4.82E-13
ENSG00000231131,8.695707741,3.092240237,0.444901687,4.702702413,2.57E-06,0.000299892
ENSG00000211653,2196.315828,3.085876904,0.292735422,7.125468076,1.04E-12,2.89E-10
ENSG00000111206,91.79398854,3.079315716,0.188703877,11.0189348,3.10E-28,6.85E-25
ENSG00000244128,3.416389114,3.078860584,0.576642714,3.605110292,0.00031202,0.021752881
ENSG00000071539,91.27015621,3.068156363,0.24533018,8.430093533,3.45E-17,1.81E-14
ENSG00000105048,221.4497107,3.063115235,0.426860671,4.833228671,1.34E-06,0.000161799
ENSG00000205126,5.923381263,3.060125823,0.616916244,3.339393059,0.000839617,0.049129482
ENSG00000211966,937.4276153,3.045120378,0.281895497,7.25488843,4.02E-13,1.19E-10
ENSG00000157613,5.022614239,3.043843957,0.612349883,3.337706127,0.00084473,0.049335443
ENSG00000093009,109.2302252,3.034003989,0.235643555,8.63169793,6.04E-18,3.53E-15
ENSG00000154839,51.82347842,3.03393092,0.241620781,8.417864195,3.83E-17,1.98E-14
ENSG00000214145,3.238938739,3.030705643,0.504457448,4.025524158,5.68E-05,0.004888027
ENSG00000197153,4.652912889,3.030131533,0.472587456,4.295779554,1.74E-05,0.001716079
ENSG00000157680,8.820423926,3.022494642,0.540400988,3.742581321,0.00018214,0.013886571
ENSG00000104067,3.530119292,3.019585767,0.548266826,3.68358192,0.000229979,0.016829267
ENSG00000211964,1320.599775,3.018044815,0.436623417,4.621934454,3.80E-06,0.00042949
ENSG00000240382,171.0139372,3.00869412,0.277385656,7.241521241,4.44E-13,1.28E-10
ENSG00000131142,5.552248617,3.001955797,0.442743184,4.521708906,6.13E-06,0.000668589
ENSG00000211655,76.19939906,3.000968758,0.489916993,4.084301601,4.42E-05,0.003978091
ENSG00000070182,151.6953529,2.998114621,0.400600182,4.987802574,6.11E-07,7.94E-05
ENSG00000077943,4.897974433,2.998014336,0.554828063,3.601141449,0.000316823,0.022038075
ENSG00000253239,31.74701667,2.99539092,0.565597498,3.527934487,0.000418816,0.027524468
ENSG00000112379,4.82717022,2.992678053,0.553937269,3.597299126,0.000321539,0.022315935
ENSG00000186185,34.03560988,2.987630418,0.312216924,6.366184103,1.94E-10,4.01E-08
ENSG00000176890,72.52277814,2.97496197,0.230280039,8.576348952,9.79E-18,5.51E-15
ENSG00000079102,3.172752298,2.974244116,0.583257713,3.38485728,0.000712153,0.043054639
ENSG00000243063,12.94257544,2.973319945,0.463498261,4.257448434,2.07E-05,0.002031893
ENSG00000109272,253.8761554,2.970702384,0.443473288,4.443790495,8.84E-06,0.000933772
ENSG00000167994,11.90821596,2.968413652,0.462561808,4.25546082,2.09E-05,0.002037094
ENSG00000240864,279.5009511,2.964936722,0.311562007,6.306727636,2.85E-10,5.73E-08
ENSG00000222037,36.19573539,2.96482355,0.447594193,4.389743168,1.13E-05,0.001158508
ENSG00000211972,120.878044,2.960423599,0.344864583,5.684618534,1.31E-08,2.17E-06
ENSG00000066279,85.09009442,2.959336726,0.210479203,9.308932633,1.29E-20,9.75E-18
ENSG00000161911,973.6159868,2.959287155,0.350984035,5.5822686,2.37E-08,3.75E-06
ENSG00000239855,159.6732873,2.957650675,0.385576238,5.077207781,3.83E-07,5.07E-05
ENSG00000136160,11.34381826,2.956013181,0.553590705,3.533320126,0.000410375,0.027027138
ENSG00000115155,148.6041654,2.956001067,0.490414691,3.988463444,6.65E-05,0.005655283
ENSG00000258991,3.445247499,2.955468455,0.580034576,3.371296362,0.000748153,0.044621072
ENSG00000244242,4.728602736,2.947535244,0.458398113,4.248567322,2.15E-05,0.002087619
ENSG00000094804,112.1895036,2.942360615,0.229311908,8.470387042,2.45E-17,1.31E-14
ENSG00000211638,383.2051192,2.937662747,0.48924316,3.96053109,7.48E-05,0.006273282
ENSG00000211662,1770.560871,2.93728345,0.350328714,5.529901983,3.20E-08,4.98E-06
ENSG00000161888,41.00639931,2.935329911,0.255594266,7.571883125,3.68E-14,1.21E-11
ENSG00000251634,12.10570409,2.932502392,0.532906628,3.626343321,0.000287463,0.020455478
ENSG00000211670,149.3149109,2.931411246,0.473650216,4.077716387,4.55E-05,0.004057043
ENSG00000211937,614.0420483,2.924701596,0.348446273,5.523668191,3.32E-08,5.14E-06
ENSG00000072571,46.37364729,2.922075688,0.241539702,7.957597343,1.75E-15,6.79E-13
ENSG00000162722,1266.573629,2.919441082,0.346223735,5.543932682,2.96E-08,4.62E-06
ENSG00000211632,57.86513459,2.912928542,0.32574221,5.872522752,4.29E-09,7.59E-07
ENSG00000173369,396.1963767,2.905413013,0.312752566,6.092397698,1.11E-09,2.11E-07
ENSG00000142945,105.4649483,2.904917455,0.235983623,8.072244301,6.90E-16,3.01E-13
ENSG00000211639,138.4503612,2.900190592,0.442034153,4.298741578,1.72E-05,0.001698718
ENSG00000211973,277.431795,2.89751569,0.510195317,3.719194647,0.000199859,0.014907073
ENSG00000087842,6.448973624,2.891428057,0.390027775,4.849470165,1.24E-06,0.000150269
ENSG00000157927,3.432309157,2.880614199,0.519646396,3.619026735,0.000295713,0.020946231
ENSG00000197561,40.56207206,2.875698901,0.542031941,3.460495149,0.000539183,0.034200551
ENSG00000240671,230.0957614,2.874670285,0.344383648,5.443551975,5.22E-08,7.85E-06
ENSG00000086506,28.46632422,2.873550914,0.485632315,3.857961785,0.000114337,0.009216595
